"module name","license","repository"
"@ethersproject/abstract-provider@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/abstract-signer@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/address@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/base64@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/basex@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/bignumber@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/bytes@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/constants@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/contracts@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/hash@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/hdnode@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/json-wallets@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/keccak256@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/logger@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/networks@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/pbkdf2@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/properties@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/providers@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/random@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/rlp@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/sha2@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/signing-key@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/solidity@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/strings@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/transactions@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/units@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/wallet@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/web@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@ethersproject/wordlists@5.2.0","MIT","https://github.com/ethers-io/ethers.js"
"@hapi/address@2.1.4","BSD-3-Clause","https://github.com/hapijs/address"
"@hapi/bourne@1.3.2","BSD-3-Clause","https://github.com/hapijs/bourne"
"@hapi/hoek@8.5.1","BSD-3-Clause","https://github.com/hapijs/hoek"
"@hapi/joi@15.1.1","BSD-3-Clause","https://github.com/hapijs/joi"
"@hapi/topo@3.1.6","BSD-3-Clause","https://github.com/hapijs/topo"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/core@26.6.3","MIT","https://github.com/facebook/jest"
"@jest/environment@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/globals@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/reporters@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/source-map@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/test-result@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@26.6.3","MIT","https://github.com/facebook/jest"
"@jest/transform@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/types@26.6.2","MIT","https://github.com/facebook/jest"
"@json-rpc-tools/types@1.7.6","MIT",""
"@json-rpc-tools/utils@1.6.1","MIT",""
"@metamask/safe-event-emitter@2.0.0","ISC",""
"@multiavatar/multiavatar@1.0.6","MIT*","https://github.com/multiavatar/Multiavatar"
"@nodelib/fs.scandir@2.1.4","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.4","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.6","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@npmcli/move-file@1.1.2","MIT","https://github.com/npm/move-file"
"@pedrouid/environment@1.0.1","MIT","https://github.com/pedrouid/environment"
"@pedrouid/iso-crypto@1.1.0","MIT","https://github.com/pedrouid/iso-crypto"
"@pedrouid/iso-random@1.2.1","MIT","https://github.com/pedrouid/iso-random"
"@pmmmwh/react-refresh-webpack-plugin@0.4.3","MIT","https://github.com/pmmmwh/react-refresh-webpack-plugin"
"@react-spring/animated@9.1.2","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/core@9.1.2","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/konva@9.1.2","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/native@9.1.2","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/shared@9.1.2","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/three@9.1.2","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/types@9.1.2","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/web@9.1.2","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/zdog@9.1.2","MIT","https://github.com/pmndrs/react-spring"
"@rollup/plugin-node-resolve@7.1.3","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-replace@2.4.2","MIT","https://github.com/rollup/plugins"
"@rollup/pluginutils@3.1.0","MIT","https://github.com/rollup/plugins"
"@sinonjs/commons@1.8.3","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@6.0.1","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@surma/rollup-plugin-off-main-thread@1.4.2","Apache-2.0","https://github.com/surma/rollup-plugin-off-main-thread"
"@svgr/babel-plugin-add-jsx-attribute@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-add-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-attribute@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-remove-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-empty-expression@5.0.1","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-remove-jsx-empty-expression"
"@svgr/babel-plugin-replace-jsx-attribute-value@5.0.1","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-replace-jsx-attribute-value"
"@svgr/babel-plugin-svg-dynamic-title@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-svg-dynamic-title"
"@svgr/babel-plugin-svg-em-dimensions@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-svg-em-dimensions"
"@svgr/babel-plugin-transform-react-native-svg@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-transform-react-native-svg"
"@svgr/babel-plugin-transform-svg-component@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-transform-svg-component"
"@svgr/babel-preset@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-preset"
"@svgr/core@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/core"
"@svgr/hast-util-to-babel-ast@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/hast-util-to-babel-ast"
"@svgr/plugin-jsx@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/plugin-jsx"
"@svgr/plugin-svgo@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/plugin-svgo"
"@svgr/webpack@5.5.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/webpack"
"@testing-library/dom@7.31.0","MIT","https://github.com/testing-library/dom-testing-library"
"@testing-library/jest-dom@5.12.0","MIT","https://github.com/testing-library/jest-dom"
"@testing-library/react@11.2.7","MIT","https://github.com/testing-library/react-testing-library"
"@testing-library/user-event@13.1.9","MIT","https://github.com/testing-library/user-event"
"@tootallnate/once@1.1.2","MIT","https://github.com/TooTallNate/once"
"@typechain/ethers-v5@7.0.0","MIT","https://github.com/ethereum-ts/Typechain"
"@types/aria-query@4.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__core@7.1.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.11.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/bn.js@4.11.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-path@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale@4.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-shape@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint@7.2.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.39","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.47","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@7.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/history@4.7.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hoist-non-react-statics@3.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/html-minifier-terser@5.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/identicon.js@2.3.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@26.0.23","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json5@0.0.29","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimatch@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@15.6.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/pbkdf2@3.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prettier@2.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/q@1.5.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@17.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-router-dom@5.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-router@5.1.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@17.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/resolve@0.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped.git"
"@types/scheduler@0.16.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/secp256k1@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/source-list-map@0.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/styled-components@5.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/tapable@1.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/testing-library__jest-dom@5.9.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uglify-js@3.13.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-sources@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack@4.41.29","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@20.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@15.0.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@4.25.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@3.10.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@4.25.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@4.25.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@4.25.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@3.10.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@4.25.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@3.10.1","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@4.25.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@3.10.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@4.25.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@walletconnect/browser-utils@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@walletconnect/client@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@walletconnect/core@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@walletconnect/http-connection@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@walletconnect/iso-crypto@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@walletconnect/mobile-registry@1.4.0","MIT","https://github.com/WalletConnect/walletconnect-monorepo"
"@walletconnect/qrcode-modal@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@walletconnect/socket-transport@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@walletconnect/types@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@walletconnect/utils@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@walletconnect/web3-provider@1.4.1","LGPL-3.0","https://github.com/walletconnect/walletconnect-monorepo"
"@web3-react/abstract-connector@6.0.7","GPL-3.0-or-later","https://github.com/NoahZinsmeister/web3-react"
"@web3-react/core@6.1.9","GPL-3.0-or-later","https://github.com/NoahZinsmeister/web3-react"
